uf,codmun,cidade,pop_tcu_2016,pop_dou_2017,tcg_2016_2017,remanej_limitesmunicip,regiao
PB,2510402,OLHO D'ÁGUA,6578,6512,-1.00%,NÃO,Nordeste
PB,2510501,OLIVEDOS,3916,3951,0.89%,NÃO,Nordeste
PB,2510600,OURO VELHO,3033,3042,0.30%,NÃO,Nordeste
PB,2510659,PARARI,1782,1769,-0.73%,NÃO,Nordeste
PB,2510709,PASSAGEM,2404,2424,0.83%,NÃO,Nordeste
PB,2510808,PATOS,107067,107790,0.68%,NÃO,Nordeste
PB,2510907,PAULISTA,12263,12308,0.37%,NÃO,Nordeste
PB,2511004,PEDRA BRANCA,3800,3803,0.08%,NÃO,Nordeste
PB,2511103,PEDRA LAVRADA,8053,8122,0.86%,NÃO,Nordeste
PB,2511202,PEDRAS DE FOGO,28395,28499,0.37%,NÃO,Nordeste
PB,2511301,PIANCÓ,16039,16091,0.32%,NÃO,Nordeste
PB,2511400,PICUÍ,18704,18737,0.18%,NÃO,Nordeste
PB,2511509,PILAR,11863,11938,0.63%,NÃO,Nordeste
PB,2511608,PILÕES,6667,6607,-0.90%,NÃO,Nordeste
PB,2511707,PILÕEZINHOS,5099,5080,-0.37%,NÃO,Nordeste
PB,2511806,PIRPIRITUBA,10570,10585,0.14%,NÃO,Nordeste
PB,2511905,PITIMBU,18938,19182,1.29%,NÃO,Nordeste
PB,2512002,POCINHOS,18451,18622,0.93%,NÃO,Nordeste
PB,2512036,POÇO DANTAS,3774,3770,-0.11%,NÃO,Nordeste
PB,2512077,POÇO DE JOSÉ DE MOURA,4282,4318,0.84%,NÃO,Nordeste
PB,2512101,POMBAL,32739,32766,0.08%,NÃO,Nordeste
PB,2512200,PRATA,4145,4179,0.82%,NÃO,Nordeste
PB,2512309,PRINCESA ISABEL,23247,23489,1.04%,NÃO,Nordeste
PB,2512408,PUXINANÃ,13638,13715,0.56%,NÃO,Nordeste
PB,2512507,QUEIMADAS,43945,44214,0.61%,NÃO,Nordeste
PB,2512606,QUIXABA,1933,1964,1.60%,NÃO,Nordeste
PB,2512705,REMÍGIO,19368,19579,1.09%,NÃO,Nordeste
PB,2512721,PEDRO RÉGIS,6067,6099,0.53%,NÃO,Nordeste
PB,2512747,RIACHÃO,3570,3607,1.04%,NÃO,Nordeste
PB,2512754,RIACHÃO DO BACAMARTE,4503,4529,0.58%,NÃO,Nordeste
PB,2512762,RIACHÃO DO POÇO,4481,4519,0.85%,NÃO,Nordeste
PB,2512788,RIACHO DE SANTO ANTÔNIO,1955,1985,1.53%,NÃO,Nordeste
PB,2512804,RIACHO DOS CAVALOS,8587,8609,0.26%,NÃO,Nordeste
PB,2512903,RIO TINTO,24090,24154,0.27%,NÃO,Nordeste
PB,2513000,SALGADINHO,3927,3980,1.35%,NÃO,Nordeste
PB,2513109,SALGADO DE SÃO FÉLIX,12145,12145,0.00%,NÃO,Nordeste
PB,2513158,SANTA CECÍLIA,6570,6557,-0.20%,NÃO,Nordeste
PB,2513208,SANTA CRUZ,6582,6585,0.05%,NÃO,Nordeste
PB,2513307,SANTA HELENA,5902,5887,-0.25%,NÃO,Nordeste
PB,2513356,SANTA INÊS,3595,3596,0.03%,NÃO,Nordeste
PB,2513406,SANTA LUZIA,15341,15401,0.39%,NÃO,Nordeste
PB,2513505,SANTANA DE MANGUEIRA,5191,5159,-0.62%,NÃO,Nordeste
PB,2513604,SANTANA DOS GARROTES,7067,7024,-0.61%,NÃO,Nordeste
PB,2513653,JOCA CLAUDINO,2685,2690,0.19%,NÃO,Nordeste
PB,2513703,SANTA RITA,135915,136851,0.69%,NÃO,Nordeste
PB,2513802,SANTA TERESINHA,4582,4573,-0.20%,NÃO,Nordeste
PB,2513851,SANTO ANDRÉ,2529,2519,-0.40%,NÃO,Nordeste
PB,2513901,SÃO BENTO,33847,34215,1.09%,NÃO,Nordeste
PB,2513927,SÃO BENTINHO,4497,4540,0.96%,NÃO,Nordeste
PB,2513943,SÃO DOMINGOS DO CARIRI,2582,2601,0.74%,NÃO,Nordeste
PB,2513968,SÃO DOMINGOS,3091,3120,0.94%,NÃO,Nordeste
PB,2513984,SÃO FRANCISCO,3369,3363,-0.18%,NÃO,Nordeste
PB,2514008,SÃO JOÃO DO CARIRI,4309,4296,-0.30%,NÃO,Nordeste
PB,2514107,SÃO JOÃO DO TIGRE,4427,4423,-0.09%,NÃO,Nordeste
PB,2514206,SÃO JOSÉ DA LAGOA TAPADA,7678,7679,0.01%,NÃO,Nordeste
PB,2514305,SÃO JOSÉ DE CAIANA,6256,6279,0.37%,NÃO,Nordeste
PB,2514404,SÃO JOSÉ DE ESPINHARAS,4659,4635,-0.52%,NÃO,Nordeste
PB,2514453,SÃO JOSÉ DOS RAMOS,5920,5969,0.83%,NÃO,Nordeste
PB,2514503,SÃO JOSÉ DE PIRANHAS,20062,20163,0.50%,NÃO,Nordeste
PB,2514552,SÃO JOSÉ DE PRINCESA,3897,3842,-1.41%,NÃO,Nordeste
PB,2514602,SÃO JOSÉ DO BONFIM,3530,3566,1.02%,NÃO,Nordeste
PB,2514651,SÃO JOSÉ DO BREJO DO CRUZ,1793,1806,0.73%,NÃO,Nordeste
PB,2514701,SÃO JOSÉ DO SABUGI,4135,4145,0.24%,NÃO,Nordeste
PB,2514800,SÃO JOSÉ DOS CORDEIROS,3720,3711,-0.24%,NÃO,Nordeste
PB,2514909,SÃO MAMEDE,7738,7721,-0.22%,NÃO,Nordeste
PB,2515005,SÃO MIGUEL DE TAIPU,7131,7180,0.69%,NÃO,Nordeste
PB,2515104,SÃO SEBASTIÃO DE LAGOA DE ROÇA,11762,11845,0.71%,NÃO,Nordeste
PB,2515203,SÃO SEBASTIÃO DO UMBUZEIRO,3469,3496,0.78%,NÃO,Nordeste
PB,2515302,SAPÉ,52463,52697,0.45%,NÃO,Nordeste
PB,2515401,SÃO VICENTE DO SERIDÓ,10994,11084,0.82%,NÃO,Nordeste
PB,2515500,SERRA BRANCA,13637,13707,0.51%,NÃO,Nordeste
PB,2515609,SERRA DA RAIZ,3137,3121,-0.51%,NÃO,Nordeste
PB,2515708,SERRA GRANDE,3089,3100,0.36%,NÃO,Nordeste
PB,2515807,SERRA REDONDA,7036,7020,-0.23%,NÃO,Nordeste
PB,2515906,SERRARIA,6123,6093,-0.49%,NÃO,Nordeste
PB,2515930,SERTÃOZINHO,4969,5044,1.51%,NÃO,Nordeste
PB,2515971,SOBRADO,7754,7795,0.53%,NÃO,Nordeste
PB,2516003,SOLÂNEA,26551,26376,-0.66%,NÃO,Nordeste
PB,2516102,SOLEDADE,14853,14987,0.90%,NÃO,Nordeste
PB,2516151,SOSSÊGO,3522,3567,1.28%,NÃO,Nordeste
PB,2516201,SOUSA,69196,69554,0.52%,NÃO,Nordeste
PB,2516300,SUMÉ,16872,16957,0.50%,NÃO,Nordeste
PB,2516409,TACIMA,10896,10967,0.65%,NÃO,Nordeste
PB,2516508,TAPEROÁ,15193,15276,0.55%,NÃO,Nordeste
PB,2516607,TAVARES,14615,14661,0.31%,NÃO,Nordeste
PB,2516706,TEIXEIRA,15085,15191,0.70%,NÃO,Nordeste
PB,2516755,TENÓRIO,3039,3066,0.89%,NÃO,Nordeste
PB,2516805,TRIUNFO,9465,9482,0.18%,NÃO,Nordeste
PB,2516904,UIRAÚNA,15307,15382,0.49%,NÃO,Nordeste
PB,2517001,UMBUZEIRO,9901,9913,0.12%,NÃO,Nordeste
PB,2517100,VÁRZEA,2784,2820,1.29%,NÃO,Nordeste
PB,2517209,VIEIRÓPOLIS,5327,5358,0.58%,NÃO,Nordeste
PB,2517407,ZABELÊ,2227,2245,0.81%,NÃO,Nordeste
PE,2600054,ABREU E LIMA,98990,99364,0.38%,NÃO,Nordeste
PE,2600104,AFOGADOS DA INGAZEIRA,36866,37017,0.41%,NÃO,Nordeste
PE,2600203,AFRÂNIO,19225,19411,0.97%,NÃO,Nordeste
PE,2600302,AGRESTINA,24454,24644,0.78%,NÃO,Nordeste
PE,2600401,ÁGUA PRETA,36040,36371,0.92%,NÃO,Nordeste
PE,2600500,ÁGUAS BELAS,42831,43087,0.60%,NÃO,Nordeste
PE,2600609,ALAGOINHA,14431,14517,0.60%,NÃO,Nordeste
PE,2600708,ALIANÇA,38261,38267,0.02%,NÃO,Nordeste
PE,2600807,ALTINHO,22886,22896,0.04%,NÃO,Nordeste
PE,2600906,AMARAJI,22685,22726,0.18%,NÃO,Nordeste
PE,2601003,ANGELIM,10965,11045,0.73%,NÃO,Nordeste
PE,2601052,ARAÇOIABA,20046,20268,1.11%,NÃO,Nordeste
PE,2601102,ARARIPINA,83287,83757,0.56%,NÃO,Nordeste
PE,2601201,ARCOVERDE,73154,73667,0.70%,NÃO,Nordeste
PE,2601300,BARRA DE GUABIRABA,14091,14224,0.94%,NÃO,Nordeste
PE,2601409,BARREIROS,42331,42438,0.25%,NÃO,Nordeste
PE,2601508,BELÉM DE MARIA,11941,11992,0.43%,NÃO,Nordeste
PE,2601607,BELÉM DO SÃO FRANCISCO,20672,20670,-0.01%,NÃO,Nordeste
PE,2601706,BELO JARDIM,75729,75986,0.34%,NÃO,Nordeste
PE,2601805,BETÂNIA,12589,12637,0.38%,NÃO,Nordeste
PE,2601904,BEZERROS,60469,60549,0.13%,NÃO,Nordeste
PE,2602001,BODOCÓ,37571,37816,0.65%,NÃO,Nordeste
PE,2602100,BOM CONSELHO,47991,48214,0.46%,NÃO,Nordeste
PE,2602209,BOM JARDIM,38976,39025,0.13%,NÃO,Nordeste
PE,2602308,BONITO,38069,38044,-0.07%,NÃO,Nordeste
PE,2602407,BREJÃO,8980,8973,-0.08%,NÃO,Nordeste
PE,2602506,BREJINHO,7464,7465,0.01%,NÃO,Nordeste
PE,2602605,BREJO DA MADRE DE DEUS,49624,50138,1.04%,NÃO,Nordeste
PE,2602704,BUENOS AIRES,13050,13085,0.27%,NÃO,Nordeste
PE,2602803,BUÍQUE,57120,57696,1.01%,NÃO,Nordeste
PE,2602902,CABO DE SANTO AGOSTINHO,202636,204653,1.00%,NÃO,Nordeste
PE,2603009,CABROBÓ,33557,33856,0.89%,NÃO,Nordeste
PE,2603108,CACHOEIRINHA,20082,20209,0.63%,NÃO,Nordeste
PE,2603207,CAETÉS,28326,28500,0.61%,NÃO,Nordeste
PE,2603306,CALÇADO,11094,11055,-0.35%,NÃO,Nordeste
PE,2603405,CALUMBI,5741,5736,-0.09%,NÃO,Nordeste
PE,2603454,CAMARAGIBE,155228,156361,0.73%,NÃO,Nordeste
PE,2603504,CAMOCIM DE SÃO FÉLIX,18440,18583,0.78%,NÃO,Nordeste
PE,2603603,CAMUTANGA,8472,8493,0.25%,NÃO,Nordeste
PE,2603702,CANHOTINHO,24799,24762,-0.15%,NÃO,Nordeste
PE,2603801,CAPOEIRAS,19994,19991,-0.02%,NÃO,Nordeste
PE,2603900,CARNAÍBA,19380,19440,0.31%,NÃO,Nordeste
PE,2603926,CARNAUBEIRA DA PENHA,12706,12805,0.78%,NÃO,Nordeste
PE,2604007,CARPINA,81884,82685,0.98%,NÃO,Nordeste
PE,2604106,CARUARU,351686,356128,1.26%,NÃO,Nordeste
PE,2604155,CASINHAS,14247,14274,0.19%,NÃO,Nordeste
PE,2604205,CATENDE,41865,42343,1.14%,NÃO,Nordeste
PE,2604304,CEDRO,11607,11695,0.76%,NÃO,Nordeste
PE,2604403,CHÃ DE ALEGRIA,13302,13396,0.71%,NÃO,Nordeste
PE,2604502,CHÃ GRANDE,21402,21525,0.57%,NÃO,Nordeste
PE,2604601,CONDADO,26008,26186,0.68%,NÃO,Nordeste
PE,2604700,CORRENTES,18033,18098,0.36%,NÃO,Nordeste
PE,2604809,CORTÊS,12581,12560,-0.17%,NÃO,Nordeste
PE,2604908,CUMARU,12332,11559,-6.27%,NÃO,Nordeste
PE,2605004,CUPIRA,23909,23977,0.28%,NÃO,Nordeste
PE,2605103,CUSTÓDIA,36474,36753,0.76%,NÃO,Nordeste
PE,2605152,DORMENTES,18510,18692,0.98%,NÃO,Nordeste
PE,2605202,ESCADA,67839,68281,0.65%,NÃO,Nordeste
PE,2605301,EXU,31858,31790,-0.21%,NÃO,Nordeste
PE,2605400,FEIRA NOVA,21836,21958,0.56%,NÃO,Nordeste
PE,2605459,FERNANDO DE NORONHA,2974,3016,1.41%,NÃO,Nordeste
PE,2605509,FERREIROS,12008,12057,0.41%,NÃO,Nordeste
PE,2605608,FLORES,22577,22567,-0.04%,NÃO,Nordeste
PE,2605707,FLORESTA,32152,32483,1.03%,NÃO,Nordeste
PE,2605806,FREI MIGUELINHO,15234,15328,0.62%,NÃO,Nordeste
PE,2605905,GAMELEIRA,30426,30709,0.93%,NÃO,Nordeste
PE,2606002,GARANHUNS,137810,138642,0.60%,NÃO,Nordeste
PE,2606101,GLÓRIA DO GOITÁ,30324,30425,0.33%,NÃO,Nordeste
PE,2606200,GOIANA,78940,79249,0.39%,NÃO,Nordeste
PE,2606309,GRANITO,7363,7417,0.73%,NÃO,Nordeste
PE,2606408,GRAVATÁ,82579,83241,0.80%,NÃO,Nordeste
PE,2606507,IATI,19056,19100,0.23%,NÃO,Nordeste
PE,2606606,IBIMIRIM,28798,28985,0.65%,NÃO,Nordeste
PE,2606705,IBIRAJUBA,7730,7735,0.06%,NÃO,Nordeste
PE,2606804,IGARASSU,113956,115398,1.27%,NÃO,Nordeste
PE,2606903,IGUARACY,12156,12175,0.16%,NÃO,Nordeste
PE,2607000,INAJÁ,22374,22801,1.91%,NÃO,Nordeste
PE,2607109,INGAZEIRA,4549,4542,-0.15%,NÃO,Nordeste
PE,2607208,IPOJUCA,92965,94533,1.69%,NÃO,Nordeste
PE,2607307,IPUBI,30091,30447,1.18%,NÃO,Nordeste
PE,2607406,ITACURUBA,4807,4858,1.06%,NÃO,Nordeste
PE,2607505,ITAÍBA,26362,26314,-0.18%,NÃO,Nordeste
PE,2607604,ILHA DE ITAMARACÁ,25346,25789,1.75%,NÃO,Nordeste
PE,2607653,ITAMBÉ,36299,36320,0.06%,NÃO,Nordeste
PE,2607703,ITAPETIM,13708,13638,-0.51%,NÃO,Nordeste
PE,2607752,ITAPISSUMA,26073,26338,1.02%,NÃO,Nordeste
PE,2607802,ITAQUITINGA,16806,16859,0.32%,NÃO,Nordeste
PE,2607901,JABOATÃO DOS GUARARAPES,691125,695956,0.70%,NÃO,Nordeste
PE,2607950,JAQUEIRA,11649,11634,-0.13%,NÃO,Nordeste
PE,2608008,JATAÚBA,16943,17026,0.49%,NÃO,Nordeste
PE,2608057,JATOBÁ,14646,14703,0.39%,NÃO,Nordeste
PE,2608107,JOÃO ALFREDO,33217,33485,0.81%,NÃO,Nordeste
PE,2608206,JOAQUIM NABUCO,16004,15989,-0.09%,NÃO,Nordeste
PE,2608255,JUCATI,11269,11334,0.58%,NÃO,Nordeste
PE,2608305,JUPI,14620,14712,0.63%,NÃO,Nordeste
PE,2608404,JUREMA,15229,15284,0.36%,NÃO,Nordeste
PE,2608453,LAGOA DO CARRO,17654,17847,1.09%,NÃO,Nordeste
PE,2608503,LAGOA DE ITAENGA,21308,21338,0.14%,NÃO,Nordeste
PE,2608602,LAGOA DO OURO,12951,13033,0.63%,NÃO,Nordeste
PE,2608701,LAGOA DOS GATOS,16190,16218,0.17%,NÃO,Nordeste
PE,2608750,LAGOA GRANDE,25030,25294,1.05%,NÃO,Nordeste
PE,2608800,LAJEDO,39570,39888,0.80%,NÃO,Nordeste
PE,2608909,LIMOEIRO,56203,56140,-0.11%,NÃO,Nordeste
PE,2609006,MACAPARANA,25114,25214,0.40%,NÃO,Nordeste
PE,2609105,MACHADOS,15571,15820,1.60%,NÃO,Nordeste
PE,2609154,MANARI,20681,21047,1.77%,NÃO,Nordeste
PE,2609204,MARAIAL,11570,11433,-1.18%,NÃO,Nordeste
PE,2609303,MIRANDIBA,15185,15270,0.56%,NÃO,Nordeste
PE,2609402,MORENO,61577,62119,0.88%,NÃO,Nordeste
PE,2609501,NAZARÉ DA MATA,32174,32280,0.33%,NÃO,Nordeste
PE,2609600,OLINDA,390144,390771,0.16%,NÃO,Nordeste
PE,2609709,OROBÓ,23717,23768,0.22%,NÃO,Nordeste
PE,2609808,OROCÓ,14623,14794,1.17%,NÃO,Nordeste
PE,2609907,OURICURI,68236,68776,0.79%,NÃO,Nordeste
PE,2610004,PALMARES,62571,62832,0.42%,NÃO,Nordeste
PE,2610103,PALMEIRINA,7864,7761,-1.31%,NÃO,Nordeste
PE,2610202,PANELAS,26440,26417,-0.09%,NÃO,Nordeste
PE,2610301,PARANATAMA,11403,11449,0.40%,NÃO,Nordeste
PE,2610400,PARNAMIRIM,21290,21383,0.44%,NÃO,Nordeste
PE,2610509,PASSIRA,28935,28889,-0.16%,NÃO,Nordeste
PE,2610608,PAUDALHO,55493,55942,0.81%,NÃO,Nordeste
PE,2610707,PAULISTA,325590,328353,0.85%,NÃO,Nordeste
PE,2610806,PEDRA,22455,22505,0.22%,NÃO,Nordeste
PE,2610905,PESQUEIRA,66524,66881,0.54%,NÃO,Nordeste
PE,2611002,PETROLÂNDIA,35731,36108,1.06%,NÃO,Nordeste
PE,2611101,PETROLINA,337683,343219,1.64%,NÃO,Nordeste
PE,2611200,POÇÃO,11266,11268,0.02%,NÃO,Nordeste
PE,2611309,POMBOS,26902,26960,0.22%,NÃO,Nordeste
PE,2611408,PRIMAVERA,14657,14798,0.96%,NÃO,Nordeste
PE,2611507,QUIPAPÁ,25686,25831,0.56%,NÃO,Nordeste
PE,2611533,QUIXABA,6812,6802,-0.15%,NÃO,Nordeste
PE,2611606,RECIFE,1625583,1633697,0.50%,NÃO,Nordeste
PE,2611705,RIACHO DAS ALMAS,20286,20392,0.52%,NÃO,Nordeste
PE,2611804,RIBEIRÃO,46877,47088,0.45%,NÃO,Nordeste
PE,2611903,RIO FORMOSO,23282,23379,0.42%,NÃO,Nordeste
PE,2612000,SAIRÉ,10247,10065,-1.78%,NÃO,Nordeste
PE,2612109,SALGADINHO,10588,10747,1.50%,NÃO,Nordeste
PE,2612208,SALGUEIRO,60117,60453,0.56%,NÃO,Nordeste
PE,2612307,SALOÁ,15761,15779,0.11%,NÃO,Nordeste
PE,2612406,SANHARÓ,25521,25979,1.79%,NÃO,Nordeste
PE,2612455,SANTA CRUZ,15032,15202,1.13%,NÃO,Nordeste
PE,2612471,SANTA CRUZ DA BAIXA VERDE,12439,12501,0.50%,NÃO,Nordeste
PE,2612505,SANTA CRUZ DO CAPIBARIBE,103660,105761,2.03%,NÃO,Nordeste
PE,2612554,SANTA FILOMENA,14265,14355,0.63%,NÃO,Nordeste
PE,2612604,SANTA MARIA DA BOA VISTA,41475,41652,0.43%,NÃO,Nordeste
PE,2612703,SANTA MARIA DO CAMBUCÁ,13921,14013,0.66%,NÃO,Nordeste
PE,2612802,SANTA TEREZINHA,11682,11734,0.45%,NÃO,Nordeste
PE,2612901,SÃO BENEDITO DO SUL,15497,15683,1.20%,NÃO,Nordeste
PE,2613008,SÃO BENTO DO UNA,58251,58824,0.98%,NÃO,Nordeste
PE,2613107,SÃO CAITANO,36895,37023,0.35%,NÃO,Nordeste
PE,2613206,SÃO JOÃO,22518,22628,0.49%,NÃO,Nordeste
PE,2613305,SÃO JOAQUIM DO MONTE,21215,21257,0.20%,NÃO,Nordeste
PE,2613404,SÃO JOSÉ DA COROA GRANDE,20654,20963,1.50%,NÃO,Nordeste
PE,2613503,SÃO JOSÉ DO BELMONTE,33742,33804,0.18%,NÃO,Nordeste
PE,2613602,SÃO JOSÉ DO EGITO,33537,33704,0.50%,NÃO,Nordeste
PE,2613701,SÃO LOURENÇO DA MATA,111197,112099,0.81%,NÃO,Nordeste
PE,2613800,SÃO VICENTE FERRER,17834,17904,0.39%,NÃO,Nordeste
PE,2613909,SERRA TALHADA,84970,85568,0.70%,NÃO,Nordeste
PE,2614006,SERRITA,19049,19080,0.16%,NÃO,Nordeste
PE,2614105,SERTÂNIA,35521,35670,0.42%,NÃO,Nordeste
PE,2614204,SIRINHAÉM,44734,45263,1.18%,NÃO,Nordeste
PE,2614303,MOREILÂNDIA,11240,11238,-0.02%,NÃO,Nordeste
PE,2614402,SOLIDÃO,5964,5978,0.23%,NÃO,Nordeste
PE,2614501,SURUBIM,63780,64373,0.93%,NÃO,Nordeste
PE,2614600,TABIRA,28132,28301,0.60%,NÃO,Nordeste
PE,2614709,TACAIMBÓ,12872,12853,-0.15%,NÃO,Nordeste
PE,2614808,TACARATU,25003,25368,1.46%,NÃO,Nordeste
PE,2614857,TAMANDARÉ,22850,23100,1.09%,NÃO,Nordeste
PE,2615003,TAQUARITINGA DO NORTE,27981,28358,1.35%,NÃO,Nordeste
PE,2615102,TEREZINHA,7089,7120,0.44%,NÃO,Nordeste
PE,2615201,TERRA NOVA,10313,10437,1.20%,NÃO,Nordeste
PE,2615300,TIMBAÚBA,53328,53083,-0.46%,NÃO,Nordeste
PE,2615409,TORITAMA,43174,44189,2.35%,NÃO,Nordeste
PE,2615508,TRACUNHAÉM,13643,13689,0.34%,NÃO,Nordeste
PE,2615607,TRINDADE,29842,30155,1.05%,NÃO,Nordeste
PE,2615706,TRIUNFO,15235,15221,-0.09%,NÃO,Nordeste
PE,2615805,TUPANATINGA,26727,26990,0.98%,NÃO,Nordeste
PE,2615904,TUPARETAMA,8159,8169,0.12%,NÃO,Nordeste
PE,2616001,VENTUROSA,18067,18258,1.06%,NÃO,Nordeste
PE,2616100,VERDEJANTE,9471,9490,0.20%,NÃO,Nordeste
PE,2616183,VERTENTE DO LÉRIO,7693,7641,-0.68%,NÃO,Nordeste
PE,2616209,VERTENTES,20222,20460,1.18%,NÃO,Nordeste
PE,2616308,VICÊNCIA,32296,32429,0.41%,NÃO,Nordeste
PE,2616407,VITÓRIA DE SANTO ANTÃO,136706,137578,0.64%,NÃO,Nordeste
PE,2616506,XEXÉU,14618,14651,0.23%,NÃO,Nordeste
AL,2700102,ÁGUA BRANCA,20422,20467,0.22%,NÃO,Nordeste
AL,2700201,ANADIA,17832,17818,-0.08%,NÃO,Nordeste
AL,2700300,ARAPIRACA,232671,234185,0.65%,NÃO,Nordeste
AL,2700409,ATALAIA,47528,47744,0.45%,NÃO,Nordeste
AL,2700508,BARRA DE SANTO ANTÔNIO,15909,16064,0.97%,NÃO,Nordeste
AL,2700607,BARRA DE SÃO MIGUEL,8336,8401,0.78%,NÃO,Nordeste
AL,2700706,BATALHA,18631,18757,0.68%,NÃO,Nordeste
AL,2700805,BELÉM,4517,4453,-1.42%,NÃO,Nordeste
AL,2700904,BELO MONTE,6786,6797,0.16%,NÃO,Nordeste
AL,2701001,BOCA DA MATA,27498,27590,0.33%,NÃO,Nordeste
AL,2701100,BRANQUINHA,10709,10675,-0.32%,NÃO,Nordeste
AL,2701209,CACIMBINHAS,10859,10897,0.35%,NÃO,Nordeste
AL,2701308,CAJUEIRO,21443,21526,0.39%,NÃO,Nordeste
AL,2701357,CAMPESTRE,7002,7024,0.31%,NÃO,Nordeste
AL,2701407,CAMPO ALEGRE,57008,57548,0.95%,NÃO,Nordeste
AL,2701506,CAMPO GRANDE,9678,9692,0.14%,NÃO,Nordeste
AL,2701605,CANAPI,17980,17983,0.02%,NÃO,Nordeste
AL,2701704,CAPELA,17428,17354,-0.42%,NÃO,Nordeste
AL,2701803,CARNEIROS,9065,9155,0.99%,NÃO,Nordeste
AL,2701902,CHÃ PRETA,7424,7427,0.04%,NÃO,Nordeste
AL,2702009,COITÉ DO NÓIA,10939,10888,-0.47%,NÃO,Nordeste
AL,2702108,COLÔNIA LEOPOLDINA,21786,21926,0.64%,NÃO,Nordeste
AL,2702207,COQUEIRO SECO,5895,5918,0.39%,NÃO,Nordeste
AL,2702306,CORURIPE,57079,57498,0.73%,NÃO,Nordeste
AL,2702355,CRAÍBAS,24403,24510,0.44%,NÃO,Nordeste
AL,2702405,DELMIRO GOUVEIA,52306,52597,0.56%,NÃO,Nordeste
AL,2702504,DOIS RIACHOS,11219,11214,-0.04%,NÃO,Nordeste
AL,2702553,ESTRELA DE ALAGOAS,18373,18435,0.34%,NÃO,Nordeste
AL,2702603,FEIRA GRANDE,22458,22481,0.10%,NÃO,Nordeste
AL,2702702,FELIZ DESERTO,4777,4806,0.61%,NÃO,Nordeste
AL,2702801,FLEXEIRAS,12943,12966,0.18%,NÃO,Nordeste
AL,2702900,GIRAU DO PONCIANO,40912,41279,0.90%,NÃO,Nordeste
AL,2703007,IBATEGUARA,15822,15840,0.11%,NÃO,Nordeste
AL,2703106,IGACI,26031,26022,-0.03%,NÃO,Nordeste
AL,2703205,IGREJA NOVA,24687,24793,0.43%,NÃO,Nordeste
AL,2703304,INHAPI,18637,18652,0.08%,NÃO,Nordeste
AL,2703403,JACARÉ DOS HOMENS,5391,5356,-0.65%,NÃO,Nordeste
AL,2703502,JACUÍPE,7148,7135,-0.18%,NÃO,Nordeste
AL,2703601,JAPARATINGA,8403,8453,0.60%,NÃO,Nordeste
AL,2703700,JARAMATAIA,5685,5676,-0.16%,NÃO,Nordeste
AL,2703759,JEQUIÁ DA PRAIA,11824,11782,-0.36%,NÃO,Nordeste
AL,2703809,JOAQUIM GOMES,24174,24280,0.44%,NÃO,Nordeste
AL,2703908,JUNDIÁ,4249,4231,-0.42%,NÃO,Nordeste
AL,2704005,JUNQUEIRO,25088,25093,0.02%,NÃO,Nordeste
AL,2704104,LAGOA DA CANOA,18256,18175,-0.44%,NÃO,Nordeste
AL,2704203,LIMOEIRO DE ANADIA,28793,28953,0.56%,NÃO,Nordeste
AL,2704302,MACEIÓ,1021709,1029129,0.73%,NÃO,Nordeste
AL,2704401,MAJOR ISIDORO,20126,20200,0.37%,NÃO,Nordeste
AL,2704500,MARAGOGI,32568,32940,1.14%,NÃO,Nordeste
AL,2704609,MARAVILHA,9588,9418,-1.77%,NÃO,Nordeste
AL,2704708,MARECHAL DEODORO,51715,52260,1.05%,NÃO,Nordeste
AL,2704807,MARIBONDO,13587,13514,-0.54%,NÃO,Nordeste
AL,2704906,MAR VERMELHO,3600,3579,-0.58%,NÃO,Nordeste
AL,2705002,MATA GRANDE,25589,25589,0.00%,NÃO,Nordeste
AL,2705101,MATRIZ DE CAMARAGIBE,25010,25012,0.01%,NÃO,Nordeste
AL,2705200,MESSIAS,17789,17988,1.12%,NÃO,Nordeste
AL,2705309,MINADOR DO NEGRÃO,5419,5413,-0.11%,NÃO,Nordeste
AL,2705408,MONTEIRÓPOLIS,7251,7260,0.12%,NÃO,Nordeste
AL,2705507,MURICI,28462,28579,0.41%,NÃO,Nordeste
AL,2705606,NOVO LINO,12735,12821,0.68%,NÃO,Nordeste
AL,2705705,OLHO D'ÁGUA DAS FLORES,21706,21767,0.28%,NÃO,Nordeste
AL,2705804,OLHO D'ÁGUA DO CASADO,9381,9459,0.83%,NÃO,Nordeste
AL,2705903,OLHO D'ÁGUA GRANDE,5187,5195,0.15%,NÃO,Nordeste
AL,2706000,OLIVENÇA,11731,11772,0.35%,NÃO,Nordeste
AL,2706109,OURO BRANCO,11589,11635,0.40%,NÃO,Nordeste
AL,2706208,PALESTINA,5036,5066,0.60%,NÃO,Nordeste
AL,2706307,PALMEIRA DOS ÍNDIOS,74049,74208,0.21%,NÃO,Nordeste
AL,2706406,PÃO DE AÇÚCAR,24834,24792,-0.17%,NÃO,Nordeste
AL,2706422,PARICONHA,10674,10684,0.09%,NÃO,Nordeste
AL,2706448,PARIPUEIRA,13076,13252,1.35%,NÃO,Nordeste
AL,2706505,PASSO DE CAMARAGIBE,15441,15461,0.13%,NÃO,Nordeste
AL,2706604,PAULO JACINTO,7680,7679,-0.01%,NÃO,Nordeste
AL,2706703,PENEDO,64292,64497,0.32%,NÃO,Nordeste
