UF,CÓDIGO MUNICÍPIO,NOME-UF,"2016
(TCU)","2017
(DOU)",TCG 2016-17,"SOFREU REMANEJAMENTO POPULACIONAL DEVIDO A ALTERAÇÃO DE LIMITES ENTRE MUNICÍPIOS, ENTRE 2016 E 2017?"
TO,1707702,Filadélfia-TO,"8,871","8,893",0.25%,NÃO
TO,1708205,Formoso do Araguaia-TO,"18,713","18,684",-0.15%,NÃO
TO,1708254,Fortaleza do Tabocão-TO,"2,570","2,584",0.54%,NÃO
TO,1708304,Goianorte-TO,"5,144","5,153",0.17%,NÃO
TO,1709005,Goiatins-TO,"12,894","12,973",0.61%,NÃO
TO,1709302,Guaraí-TO,"25,399","25,642",0.96%,NÃO
TO,1709500,Gurupi-TO,"84,628","85,523",1.06%,NÃO
TO,1709807,Ipueiras-TO,"1,918","1,955",1.93%,NÃO
TO,1710508,Itacajá-TO,"7,434","7,456",0.30%,NÃO
TO,1710706,Itaguatins-TO,"6,007","5,980",-0.45%,NÃO
TO,1710904,Itapiratins-TO,"3,752","3,772",0.53%,NÃO
TO,1711100,Itaporã do Tocantins-TO,"2,470","2,465",-0.20%,NÃO
TO,1711506,Jaú do Tocantins-TO,"3,791","3,821",0.79%,NÃO
TO,1711803,Juarina-TO,"2,237","2,229",-0.36%,NÃO
TO,1711902,Lagoa da Confusão-TO,"12,501","12,808",2.46%,NÃO
TO,1711951,Lagoa do Tocantins-TO,"4,115","4,191",1.85%,NÃO
TO,1712009,Lajeado-TO,"3,059","3,092",1.08%,NÃO
TO,1712157,Lavandeira-TO,"1,845","1,875",1.63%,NÃO
TO,1712405,Lizarda-TO,"3,791","3,787",-0.11%,NÃO
TO,1712454,Luzinópolis-TO,"2,992","3,038",1.54%,NÃO
TO,1712504,Marianópolis do Tocantins-TO,"4,976","5,054",1.57%,NÃO
TO,1712702,Mateiros-TO,"2,570","2,614",1.71%,NÃO
TO,1712801,Maurilândia do Tocantins-TO,"3,386","3,409",0.68%,NÃO
TO,1713205,Miracema do Tocantins-TO,"19,340","19,055",-1.47%,NÃO
TO,1713304,Miranorte-TO,"13,363","13,426",0.47%,NÃO
TO,1713601,Monte do Carmo-TO,"7,654","7,770",1.52%,NÃO
TO,1713700,Monte Santo do Tocantins-TO,"2,248","2,264",0.71%,NÃO
TO,1713809,Palmeiras do Tocantins-TO,"6,450","6,535",1.32%,NÃO
TO,1713957,Muricilândia-TO,"3,470","3,507",1.07%,NÃO
TO,1714203,Natividade-TO,"9,301","9,312",0.12%,NÃO
TO,1714302,Nazaré-TO,"4,118","4,060",-1.41%,NÃO
TO,1714880,Nova Olinda-TO,"11,616","11,715",0.85%,NÃO
TO,1715002,Nova Rosalândia-TO,"4,159","4,203",1.06%,NÃO
TO,1715101,Novo Acordo-TO,"4,213","4,267",1.28%,NÃO
TO,1715150,Novo Alegre-TO,"2,352","2,353",0.04%,NÃO
TO,1715259,Novo Jardim-TO,"2,674","2,697",0.86%,NÃO
TO,1715507,Oliveira de Fátima-TO,"1,104","1,110",0.54%,NÃO
TO,1715705,Palmeirante-TO,"5,757","5,859",1.77%,NÃO
TO,1715754,Palmeirópolis-TO,"7,666","7,687",0.27%,NÃO
TO,1716109,Paraíso do Tocantins-TO,"49,727","50,360",1.27%,NÃO
TO,1716208,Paranã-TO,"10,568","10,562",-0.06%,NÃO
TO,1716307,Pau D'Arco-TO,"4,834","4,853",0.39%,NÃO
TO,1716505,Pedro Afonso-TO,"13,097","13,288",1.46%,NÃO
TO,1716604,Peixe-TO,"11,467","11,591",1.08%,NÃO
TO,1716653,Pequizeiro-TO,"5,418","5,453",0.65%,NÃO
TO,1716703,Colméia-TO,"8,465","8,409",-0.66%,NÃO
TO,1717008,Pindorama do Tocantins-TO,"4,534","4,520",-0.31%,NÃO
TO,1717206,Piraquê-TO,"3,038","3,044",0.20%,NÃO
TO,1717503,Pium-TO,"7,447","7,536",1.20%,NÃO
TO,1717800,Ponte Alta do Bom Jesus-TO,"4,647","4,645",-0.04%,NÃO
TO,1717909,Ponte Alta do Tocantins-TO,"7,872","7,949",0.98%,NÃO
TO,1718006,Porto Alegre do Tocantins-TO,"3,071","3,102",1.01%,NÃO
TO,1718204,Porto Nacional-TO,"52,510","52,828",0.61%,NÃO
TO,1718303,Praia Norte-TO,"8,298","8,365",0.81%,NÃO
TO,1718402,Presidente Kennedy-TO,"3,738","3,733",-0.13%,NÃO
TO,1718451,Pugmil-TO,"2,621","2,650",1.11%,NÃO
TO,1718501,Recursolândia-TO,"4,182","4,230",1.15%,NÃO
TO,1718550,Riachinho-TO,"4,561","4,601",0.88%,NÃO
TO,1718659,Rio da Conceição-TO,"2,021","2,061",1.98%,NÃO
TO,1718709,Rio dos Bois-TO,"2,787","2,810",0.83%,NÃO
TO,1718758,Rio Sono-TO,"6,500","6,512",0.18%,NÃO
TO,1718808,Sampaio-TO,"4,498","4,579",1.80%,NÃO
TO,1718840,Sandolândia-TO,"3,410","3,410",0.00%,NÃO
TO,1718865,Santa Fé do Araguaia-TO,"7,318","7,402",1.15%,NÃO
TO,1718881,Santa Maria do Tocantins-TO,"3,305","3,356",1.54%,NÃO
TO,1718899,Santa Rita do Tocantins-TO,"2,322","2,343",0.90%,NÃO
TO,1718907,Santa Rosa do Tocantins-TO,"4,814","4,833",0.39%,NÃO
TO,1719004,Santa Tereza do Tocantins-TO,"2,794","2,825",1.11%,NÃO
TO,1720002,Santa Terezinha do Tocantins-TO,"2,548","2,550",0.08%,NÃO
TO,1720101,São Bento do Tocantins-TO,"5,164","5,231",1.30%,NÃO
TO,1720150,São Félix do Tocantins-TO,"1,559","1,571",0.77%,NÃO
TO,1720200,São Miguel do Tocantins-TO,"11,754","11,906",1.29%,NÃO
TO,1720259,São Salvador do Tocantins-TO,"3,071","3,084",0.42%,NÃO
TO,1720309,São Sebastião do Tocantins-TO,"4,702","4,749",1.00%,NÃO
TO,1720499,São Valério-TO,"4,161","4,111",-1.20%,NÃO
TO,1720655,Silvanópolis-TO,"5,372","5,399",0.50%,NÃO
TO,1720804,Sítio Novo do Tocantins-TO,"9,217","9,192",-0.27%,NÃO
TO,1720853,Sucupira-TO,"1,921","1,941",1.04%,NÃO
TO,1720903,Taguatinga-TO,"16,386","16,530",0.88%,NÃO
TO,1720937,Taipas do Tocantins-TO,"2,112","2,130",0.85%,NÃO
TO,1720978,Talismã-TO,"2,757","2,777",0.73%,NÃO
TO,1721000,Palmas-TO,"279,856","286,787",2.48%,NÃO
TO,1721109,Tocantínia-TO,"7,387","7,460",0.99%,NÃO
TO,1721208,Tocantinópolis-TO,"23,130","23,119",-0.05%,NÃO
TO,1721257,Tupirama-TO,"1,813","1,843",1.65%,NÃO
TO,1721307,Tupiratins-TO,"2,518","2,574",2.22%,NÃO
TO,1722081,Wanderlândia-TO,"11,622","11,677",0.47%,NÃO
TO,1722107,Xambioá-TO,"11,695","11,683",-0.10%,NÃO
MA,2100055,Açailândia-MA,"110,543","111,339",0.72%,NÃO
MA,2100105,Afonso Cunha-MA,"6,421","6,486",1.01%,NÃO
MA,2100154,Água Doce do Maranhão-MA,"12,360","12,457",0.78%,NÃO
MA,2100204,Alcântara-MA,"21,667","21,673",0.03%,NÃO
MA,2100303,Aldeias Altas-MA,"26,115","26,387",1.04%,NÃO
MA,2100402,Altamira do Maranhão-MA,"10,210","8,070",-20.96%,SIM
MA,2100436,Alto Alegre do Maranhão-MA,"26,619","26,872",0.95%,NÃO
MA,2100477,Alto Alegre do Pindaré-MA,"31,303","31,312",0.03%,SIM
MA,2100501,Alto Parnaíba-MA,"10,979","11,001",0.20%,NÃO
MA,2100550,Amapá do Maranhão-MA,"6,844","6,895",0.75%,NÃO
MA,2100600,Amarante do Maranhão-MA,"40,756","41,106",0.86%,NÃO
MA,2100709,Anajatuba-MA,"27,125","27,352",0.84%,NÃO
MA,2100808,Anapurus-MA,"15,499","15,696",1.27%,NÃO
MA,2100832,Apicum-Açu-MA,"18,169","18,374",1.13%,NÃO
MA,2100873,Araguanã-MA,"15,182","15,332",0.99%,NÃO
MA,2100907,Araioses-MA,"45,680","46,074",0.86%,NÃO
MA,2100956,Arame-MA,"32,083","32,145",0.19%,NÃO
MA,2101004,Arari-MA,"29,297","29,388",0.31%,NÃO
MA,2101103,Axixá-MA,"11,915","11,975",0.50%,NÃO
MA,2101202,Bacabal-MA,"103,020","103,359",0.33%,NÃO
MA,2101251,Bacabeira-MA,"16,812","17,053",1.43%,NÃO
MA,2101301,Bacuri-MA,"17,388","17,435",0.27%,NÃO
MA,2101350,Bacurituba-MA,"5,544","5,574",0.54%,NÃO
MA,2101400,Balsas-MA,"93,511","94,779",1.36%,NÃO
MA,2101509,Barão de Grajaú-MA,"18,496","18,619",0.67%,NÃO
MA,2101608,Barra do Corda-MA,"86,662","87,135",0.55%,NÃO
MA,2101707,Barreirinhas-MA,"61,621","62,458",1.36%,NÃO
MA,2101731,Belágua-MA,"7,350","7,422",0.98%,NÃO
MA,2101772,Bela Vista do Maranhão-MA,"11,020","11,103",0.75%,NÃO
MA,2101806,Benedito Leite-MA,"5,524","5,528",0.07%,NÃO
MA,2101905,Bequimão-MA,"20,867","20,881",0.07%,NÃO
MA,2101939,Bernardo do Mearim-MA,"5,938","5,973",0.59%,NÃO
MA,2101970,Boa Vista do Gurupi-MA,"9,164","9,320",1.70%,NÃO
MA,2102002,Bom Jardim-MA,"40,898","41,120",0.54%,NÃO
MA,2102036,Bom Jesus das Selvas-MA,"33,615","34,278",1.97%,NÃO
MA,2102077,Bom Lugar-MA,"16,041","16,214",1.08%,NÃO
MA,2102101,Brejo-MA,"35,799","36,102",0.85%,NÃO
MA,2102150,Brejo de Areia-MA,"10,444","8,696",-16.74%,SIM
MA,2102200,Buriti-MA,"28,170","28,306",0.48%,NÃO
MA,2102309,Buriti Bravo-MA,"23,437","23,495",0.25%,NÃO
MA,2102325,Buriticupu-MA,"71,227","71,979",1.06%,NÃO
MA,2102358,Buritirana-MA,"15,142","15,180",0.25%,NÃO
MA,2102374,Cachoeira Grande-MA,"8,878","8,930",0.59%,NÃO
MA,2102408,Cajapió-MA,"10,975","11,019",0.40%,NÃO
MA,2102507,Cajari-MA,"19,030","19,110",0.42%,NÃO
MA,2102556,Campestre do Maranhão-MA,"14,127","14,219",0.65%,NÃO
MA,2102606,Cândido Mendes-MA,"19,827","19,943",0.59%,NÃO
MA,2102705,Cantanhede-MA,"21,617","21,759",0.66%,NÃO
MA,2102754,Capinzal do Norte-MA,"10,716","10,713",-0.03%,NÃO
MA,2102804,Carolina-MA,"23,833","23,803",-0.13%,NÃO
MA,2102903,Carutapera-MA,"23,404","23,576",0.73%,NÃO
MA,2103000,Caxias-MA,"161,926","162,657",0.45%,NÃO
MA,2103109,Cedral-MA,"10,473","10,490",0.16%,NÃO
MA,2103125,Central do Maranhão-MA,"8,534","8,615",0.95%,NÃO
MA,2103158,Centro do Guilherme-MA,"13,295","13,555",1.96%,NÃO
MA,2103174,Centro Novo do Maranhão-MA,"21,300","21,565",1.24%,NÃO
MA,2103208,Chapadinha-MA,"78,348","78,965",0.79%,NÃO
MA,2103257,Cidelândia-MA,"14,446","14,539",0.64%,NÃO
MA,2103307,Codó-MA,"120,548","120,810",0.22%,NÃO
MA,2103406,Coelho Neto-MA,"48,546","48,756",0.43%,NÃO
MA,2103505,Colinas-MA,"40,427","40,575",0.37%,NÃO
MA,2103554,Conceição do Lago-Açu-MA,"15,995","16,192",1.23%,NÃO
MA,2103604,Coroatá-MA,"64,123","64,403",0.44%,NÃO
MA,2103703,Cururupu-MA,"30,805","30,706",-0.32%,NÃO
MA,2103752,Davinópolis-MA,"12,656","12,659",0.02%,NÃO
MA,2103802,Dom Pedro-MA,"22,897","22,912",0.07%,NÃO
MA,2103901,Duque Bacelar-MA,"11,148","11,208",0.54%,NÃO
MA,2104008,Esperantinópolis-MA,"16,833","16,653",-1.07%,NÃO
MA,2104057,Estreito-MA,"41,397","42,110",1.72%,NÃO
MA,2104073,Feira Nova do Maranhão-MA,"8,347","8,372",0.30%,NÃO
MA,2104081,Fernando Falcão-MA,"10,204","10,326",1.20%,NÃO
MA,2104099,Formosa da Serra Negra-MA,"18,793","18,997",1.09%,NÃO
MA,2104107,Fortaleza dos Nogueiras-MA,"12,390","12,403",0.10%,NÃO
MA,2104206,Fortuna-MA,"15,251","15,262",0.07%,NÃO
MA,2104305,Godofredo Viana-MA,"11,654","11,830",1.51%,NÃO
MA,2104404,Gonçalves Dias-MA,"17,583","17,586",0.02%,NÃO
MA,2104503,Governador Archer-MA,"10,648","10,700",0.49%,NÃO
MA,2104552,Governador Edison Lobão-MA,"18,042","18,316",1.52%,NÃO
MA,2104602,Governador Eugênio Barros-MA,"16,522","16,582",0.36%,NÃO
MA,2104628,Governador Luiz Rocha-MA,"7,668","7,708",0.52%,NÃO
MA,2104651,Governador Newton Bello-MA,"9,965","9,921",-0.44%,NÃO
MA,2104677,Governador Nunes Freire-MA,"25,052","24,991",-0.24%,NÃO
MA,2104701,Graça Aranha-MA,"6,138","6,134",-0.07%,NÃO
MA,2104800,Grajaú-MA,"68,458","69,232",1.13%,NÃO
MA,2104909,Guimarães-MA,"11,776","11,728",-0.41%,NÃO
MA,2105005,Humberto de Campos-MA,"28,252","28,509",0.91%,NÃO
MA,2105104,Icatu-MA,"26,651","26,835",0.69%,NÃO
MA,2105153,Igarapé do Meio-MA,"13,968","14,147",1.28%,NÃO
MA,2105203,Igarapé Grande-MA,"11,718","11,206",-4.37%,SIM
MA,2105302,Imperatriz-MA,"253,873","254,569",0.27%,NÃO
MA,2105351,Itaipava do Grajaú-MA,"15,817","16,009",1.21%,NÃO
MA,2105401,Itapecuru Mirim-MA,"67,104","67,726",0.93%,NÃO
MA,2105427,Itinga do Maranhão-MA,"25,518","25,589",0.28%,NÃO
MA,2105450,Jatobá-MA,"10,027","10,221",1.93%,NÃO
MA,2105476,Jenipapo dos Vieiras-MA,"16,226","16,321",0.59%,NÃO
MA,2105500,João Lisboa-MA,"23,133","23,042",-0.39%,NÃO
MA,2105609,Joselândia-MA,"15,861","15,891",0.19%,NÃO
MA,2105658,Junco do Maranhão-MA,"3,330","3,237",-2.79%,NÃO
MA,2105708,Lago da Pedra-MA,"49,440","49,856",0.84%,NÃO
MA,2105807,Lago do Junco-MA,"10,638","10,672",0.32%,NÃO
MA,2105906,Lago Verde-MA,"15,962","16,025",0.39%,NÃO
MA,2105922,Lagoa do Mato-MA,"11,034","11,048",0.13%,NÃO
MA,2105948,Lago dos Rodrigues-MA,"8,689","8,664",-0.29%,NÃO
MA,2105963,Lagoa Grande do Maranhão-MA,"11,202","11,286",0.75%,NÃO
MA,2105989,Lajeado Novo-MA,"7,427","7,489",0.83%,NÃO
MA,2106003,Lima Campos-MA,"11,670","11,695",0.21%,NÃO
MA,2106102,Loreto-MA,"11,943","12,009",0.55%,NÃO
MA,2106201,Luís Domingues-MA,"6,829","6,867",0.56%,NÃO
MA,2106300,Magalhães de Almeida-MA,"19,532","19,779",1.26%,NÃO
MA,2106326,Maracaçumé-MA,"21,063","21,293",1.09%,NÃO
MA,2106359,Marajá do Sena-MA,"7,630","7,604",-0.34%,NÃO
MA,2106375,Maranhãozinho-MA,"16,062","16,366",1.89%,NÃO
MA,2106409,Mata Roma-MA,"16,567","16,745",1.07%,NÃO
MA,2106508,Matinha-MA,"22,962","23,091",0.56%,NÃO
MA,2106607,Matões-MA,"33,188","33,374",0.56%,NÃO
MA,2106631,Matões do Norte-MA,"16,552","16,908",2.15%,NÃO
MA,2106672,Milagres do Maranhão-MA,"8,306","8,326",0.24%,NÃO
MA,2106706,Mirador-MA,"20,605","20,613",0.04%,NÃO
MA,2106755,Miranda do Norte-MA,"27,999","28,456",1.63%,NÃO
MA,2106805,Mirinzal-MA,"14,690","14,744",0.37%,NÃO
MA,2106904,Monção-MA,"32,884","33,156",0.83%,NÃO
MA,2107001,Montes Altos-MA,"8,955","8,889",-0.74%,NÃO
MA,2107100,Morros-MA,"19,116","19,282",0.87%,NÃO
MA,2107209,Nina Rodrigues-MA,"14,259","14,489",1.61%,NÃO
MA,2107258,Nova Colinas-MA,"5,298","5,350",0.98%,NÃO
MA,2107308,Nova Iorque-MA,"4,589","4,586",-0.07%,NÃO
MA,2107357,Nova Olinda do Maranhão-MA,"20,588","20,768",0.87%,NÃO
MA,2107407,Olho d'Água das Cunhãs-MA,"19,145","19,206",0.32%,NÃO
MA,2107456,Olinda Nova do Maranhão-MA,"14,474","14,637",1.13%,NÃO
MA,2107506,Paço do Lumiar-MA,"119,915","122,420",2.09%,SIM
MA,2107605,Palmeirândia-MA,"19,359","19,424",0.34%,NÃO
MA,2107704,Paraibano-MA,"21,008","21,116",0.51%,NÃO
MA,2107803,Parnarama-MA,"34,265","34,375",0.32%,NÃO
MA,2107902,Passagem Franca-MA,"18,699","18,839",0.75%,NÃO
MA,2108009,Pastos Bons-MA,"19,140","19,271",0.68%,NÃO
MA,2108058,Paulino Neves-MA,"15,779","15,937",1.00%,NÃO
MA,2108108,Paulo Ramos-MA,"20,635","20,657",0.11%,NÃO
MA,2108207,Pedreiras-MA,"38,433","38,365",-0.18%,NÃO
MA,2108256,Pedro do Rosário-MA,"24,748","25,000",1.02%,NÃO
MA,2108306,Penalva-MA,"37,833","38,144",0.82%,NÃO
MA,2108405,Peri Mirim-MA,"14,048","14,074",0.19%,NÃO
MA,2108454,Peritoró-MA,"22,818","23,019",0.88%,NÃO
MA,2108504,Pindaré-Mirim-MA,"32,348","32,488",0.43%,NÃO
MA,2108603,Pinheiro-MA,"81,924","82,374",0.55%,NÃO
MA,2108702,Pio XII-MA,"21,007","20,861",-0.70%,NÃO
MA,2108801,Pirapemas-MA,"18,302","18,413",0.61%,NÃO
MA,2108900,Poção de Pedras-MA,"17,384","17,023",-2.08%,NÃO
MA,2109007,Porto Franco-MA,"23,511","23,760",1.06%,NÃO
MA,2109056,Porto Rico do Maranhão-MA,"5,847","5,819",-0.48%,NÃO
MA,2109106,Presidente Dutra-MA,"46,970","47,239",0.57%,NÃO
MA,2109205,Presidente Juscelino-MA,"12,532","12,656",0.99%,NÃO
MA,2109239,Presidente Médici-MA,"6,902","6,968",0.96%,NÃO
MA,2109270,Presidente Sarney-MA,"18,615","18,797",0.98%,NÃO
MA,2109304,Presidente Vargas-MA,"11,391","11,474",0.73%,NÃO
MA,2109403,Primeira Cruz-MA,"15,068","15,207",0.92%,NÃO
MA,2109452,Raposa-MA,"30,304","30,863",1.84%,SIM
MA,2109502,Riachão-MA,"19,771","19,701",-0.35%,NÃO
MA,2109551,Ribamar Fiquene-MA,"7,652","7,691",0.51%,NÃO
MA,2109601,Rosário-MA,"42,016","42,314",0.71%,NÃO
MA,2109700,Sambaíba-MA,"5,561","5,568",0.13%,NÃO
MA,2109759,Santa Filomena do Maranhão-MA,"7,645","7,708",0.82%,NÃO
MA,2109809,Santa Helena-MA,"41,466","41,891",1.02%,NÃO
MA,2109908,Santa Inês-MA,"83,759","88,013",5.08%,SIM
MA,2110005,Santa Luzia-MA,"71,329","71,576",0.35%,SIM
MA,2110039,Santa Luzia do Paruá-MA,"24,810","24,946",0.55%,NÃO
MA,2110104,Santa Quitéria do Maranhão-MA,"25,192","25,334",0.56%,NÃO
MA,2110203,Santa Rita-MA,"36,556","37,090",1.46%,NÃO
MA,2110237,Santana do Maranhão-MA,"13,199","13,395",1.48%,NÃO
MA,2110278,Santo Amaro do Maranhão-MA,"15,623","15,853",1.47%,NÃO
MA,2110302,Santo Antônio dos Lopes-MA,"14,237","14,222",-0.11%,NÃO
MA,2110401,São Benedito do Rio Preto-MA,"18,319","18,377",0.32%,NÃO
MA,2110500,São Bento-MA,"45,560","46,039",1.05%,NÃO
MA,2110609,São Bernardo-MA,"28,020","28,208",0.67%,NÃO
MA,2110658,São Domingos do Azeitão-MA,"7,259","7,291",0.44%,NÃO
MA,2110708,São Domingos do Maranhão-MA,"33,699","33,691",-0.02%,NÃO
MA,2110807,São Félix de Balsas-MA,"4,484","4,453",-0.69%,NÃO
MA,2110856,São Francisco do Brejão-MA,"11,633","11,808",1.50%,NÃO
MA,2110906,São Francisco do Maranhão-MA,"11,971","11,976",0.04%,NÃO
MA,2111003,São João Batista-MA,"20,272","20,307",0.17%,NÃO
MA,2111029,São João do Carú-MA,"15,483","15,450",-0.21%,NÃO
MA,2111052,São João do Paraíso-MA,"10,963","10,977",0.13%,NÃO
MA,2111078,São João do Soter-MA,"18,225","18,345",0.66%,NÃO
MA,2111102,São João dos Patos-MA,"25,448","25,520",0.28%,NÃO
MA,2111201,São José de Ribamar-MA,"176,008","176,418",0.23%,SIM
MA,2111250,São José dos Basílios-MA,"7,489","7,484",-0.07%,NÃO
MA,2111300,São Luís-MA,"1,082,935","1,091,868",0.82%,SIM
MA,2111409,São Luís Gonzaga do Maranhão-MA,"18,421","18,247",-0.94%,NÃO
MA,2111508,São Mateus do Maranhão-MA,"40,791","40,992",0.49%,NÃO
MA,2111532,São Pedro da Água Branca-MA,"12,461","12,511",0.40%,NÃO
MA,2111573,São Pedro dos Crentes-MA,"4,583","4,601",0.39%,NÃO
MA,2111607,São Raimundo das Mangabeiras-MA,"18,548","18,680",0.71%,NÃO
MA,2111631,São Raimundo do Doca Bezerra-MA,"5,082","4,946",-2.68%,NÃO
MA,2111672,São Roberto-MA,"6,620","6,704",1.27%,NÃO
MA,2111706,São Vicente Ferrer-MA,"20,800","20,913",0.54%,NÃO
MA,2111722,Satubinha-MA,"13,727","13,949",1.62%,NÃO
MA,2111748,Senador Alexandre Costa-MA,"10,955","11,042",0.79%,NÃO
MA,2111763,Senador La Rocque-MA,"13,975","13,877",-0.70%,NÃO
MA,2111789,Serrano do Maranhão-MA,"10,953","11,040",0.79%,NÃO
MA,2111805,Sítio Novo-MA,"17,760","17,851",0.51%,NÃO
MA,2111904,Sucupira do Norte-MA,"10,425","10,416",-0.09%,NÃO
MA,2111953,Sucupira do Riachão-MA,"5,556","5,571",0.27%,NÃO
MA,2112001,Tasso Fragoso-MA,"8,382","8,455",0.87%,NÃO
MA,2112100,Timbiras-MA,"28,575","28,635",0.21%,NÃO
MA,2112209,Timon-MA,"166,295","167,619",0.80%,NÃO
MA,2112233,Trizidela do Vale-MA,"21,028","21,749",3.43%,SIM
MA,2112274,Tufilândia-MA,"5,731","5,746",0.26%,NÃO
MA,2112308,Tuntum-MA,"41,102","41,342",0.58%,NÃO
MA,2112407,Turiaçu-MA,"34,949","35,063",0.33%,NÃO
MA,2112456,Turilândia-MA,"25,232","25,533",1.19%,NÃO
MA,2112506,Tutóia-MA,"57,955","58,605",1.12%,NÃO
MA,2112605,Urbano Santos-MA,"32,629","33,038",1.25%,NÃO
MA,2112704,Vargem Grande-MA,"55,710","56,511",1.44%,NÃO
MA,2112803,Viana-MA,"51,503","51,738",0.46%,NÃO
MA,2112852,Vila Nova dos Martírios-MA,"13,227","13,480",1.91%,NÃO
MA,2112902,Vitória do Mearim-MA,"32,161","32,267",0.33%,NÃO
MA,2113009,Vitorino Freire-MA,"30,897","30,879",-0.06%,NÃO
MA,2114007,Zé Doca-MA,"50,806","51,084",0.55%,NÃO
PI,2200053,Acauã-PI,"6,951","6,966",0.22%,NÃO
PI,2200103,Agricolândia-PI,"5,069","5,062",-0.14%,NÃO
PI,2200202,Água Branca-PI,"17,068","17,119",0.30%,NÃO
PI,2200251,Alagoinha do Piauí-PI,"7,515","7,526",0.15%,NÃO
PI,2200277,Alegrete do Piauí-PI,"4,835","4,838",0.06%,NÃO
PI,2200301,Alto Longá-PI,"14,040","14,070",0.21%,NÃO
PI,2200400,Altos-PI,"39,795","39,864",0.17%,NÃO
PI,2200459,Alvorada do Gurguéia-PI,"5,303","5,326",0.43%,NÃO
PI,2200509,Amarante-PI,"17,317","17,322",0.03%,NÃO
PI,2200608,Angical do Piauí-PI,"6,688","6,684",-0.06%,NÃO
PI,2200707,Anísio de Abreu-PI,"9,655","9,705",0.52%,NÃO
PI,2200806,Antônio Almeida-PI,"3,109","3,114",0.16%,NÃO
PI,2200905,Aroazes-PI,"5,755","5,748",-0.12%,NÃO
PI,2200954,Aroeiras do Itaim-PI,"2,460","2,511",2.07%,SIM
PI,2201002,Arraial-PI,"4,662","4,656",-0.13%,NÃO
PI,2201051,Assunção do Piauí-PI,"7,703","7,717",0.18%,NÃO
PI,2201101,Avelino Lopes-PI,"11,471","11,503",0.28%,NÃO
PI,2201150,Baixa Grande do Ribeiro-PI,"11,302","11,375",0.65%,NÃO
PI,2201176,Barra D'Alcântara-PI,"3,888","3,889",0.03%,NÃO
PI,2201200,Barras-PI,"46,189","46,291",0.22%,NÃO
PI,2201309,Barreiras do Piauí-PI,"3,291","3,294",0.09%,NÃO
PI,2201408,Barro Duro-PI,"6,930","6,925",-0.07%,NÃO
PI,2201507,Batalha-PI,"26,379","26,421",0.16%,NÃO
PI,2201556,Bela Vista do Piauí-PI,"3,934","3,947",0.33%,NÃO
PI,2201572,Belém do Piauí-PI,"3,485","3,503",0.52%,NÃO
PI,2201606,Beneditinos-PI,"10,032","10,037",0.05%,NÃO
PI,2201705,Bertolínia-PI,"5,408","5,413",0.09%,NÃO
PI,2201739,Betânia do Piauí-PI,"6,102","6,106",0.07%,NÃO
PI,2201770,Boa Hora-PI,"6,633","6,663",0.45%,NÃO
PI,2201804,Bocaina-PI,"4,440","4,428",-0.27%,SIM
PI,2201903,Bom Jesus-PI,"24,532","24,711",0.73%,NÃO
PI,2201919,Bom Princípio do Piauí-PI,"5,517","5,535",0.33%,NÃO
PI,2201929,Bonfim do Piauí-PI,"5,564","5,577",0.23%,NÃO
PI,2201945,Boqueirão do Piauí-PI,"6,284","6,300",0.25%,NÃO
PI,2201960,Brasileira-PI,"8,177","8,192",0.18%,NÃO
PI,2201988,Brejo do Piauí-PI,"3,845","3,823",-0.57%,NÃO
PI,2202000,Buriti dos Lopes-PI,"19,441","19,464",0.12%,NÃO
PI,2202026,Buriti dos Montes-PI,"7,909","8,108",2.52%,SIM
PI,2202059,Cabeceiras do Piauí-PI,"10,368","10,406",0.37%,NÃO
PI,2202075,Cajazeiras do Piauí-PI,"3,485","3,497",0.34%,NÃO
PI,2202083,Cajueiro da Praia-PI,"7,483","7,510",0.36%,NÃO
PI,2202091,Caldeirão Grande do Piauí-PI,"5,680","5,684",0.07%,NÃO
PI,2202109,Campinas do Piauí-PI,"5,515","5,522",0.13%,NÃO
PI,2202117,Campo Alegre do Fidalgo-PI,"4,935","4,957",0.45%,NÃO
PI,2202133,Campo Grande do Piauí-PI,"5,823","5,842",0.33%,NÃO
PI,2202174,Campo Largo do Piauí-PI,"7,126","7,154",0.39%,NÃO
PI,2202208,Campo Maior-PI,"46,031","46,082",0.11%,NÃO
PI,2202251,Canavieira-PI,"3,898","3,892",-0.15%,NÃO
PI,2202307,Canto do Buriti-PI,"20,770","20,831",0.29%,NÃO
PI,2202406,Capitão de Campos-PI,"11,205","11,229",0.21%,NÃO
PI,2202455,Capitão Gervásio Oliveira-PI,"4,021","4,033",0.30%,NÃO
PI,2202505,Caracol-PI,"10,688","10,729",0.38%,NÃO
PI,2202539,Caraúbas do Piauí-PI,"5,750","5,769",0.33%,NÃO
PI,2202554,Caridade do Piauí-PI,"5,012","4,982",-0.60%,SIM
PI,2202604,Castelo do Piauí-PI,"19,410","19,410",0.00%,NÃO
PI,2202653,Caxingó-PI,"5,306","5,330",0.45%,NÃO
PI,2202703,Cocal-PI,"27,287","27,338",0.19%,NÃO
PI,2202711,Cocal de Telha-PI,"4,805","4,812",0.15%,NÃO
PI,2202729,Cocal dos Alves-PI,"6,042","6,054",0.20%,NÃO
PI,2202737,Coivaras-PI,"3,942","3,953",0.28%,NÃO
