id,meio,nome,cidade,regiao_metropolitana,uf,estado,regiao,pais,fonte,T_ANALF15M,T_SUPER25M,ESPVIDA,MORT1,T_ENV,PIND,PMPOB,GINI,R1040,R2040,RDPC,POP,PESO65,I_ESCOLARIDADE,IDHM_E,IDHM_L,IDHM_R,IDHM
id261,Online,PORTAL REVISTA PEPPER,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id262,Online,VRUM,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id263,Online,NOTIBRAS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id264,Online,POLITICA REAL,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id265,Online,BLOG DO CARLINDO MEDEIROS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id266,Online,BRAZIL AFRICA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id267,Online,REDE BETEL TV,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id268,Online,OCIOSO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id269,Online,BLOG DO ATAIDE,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id270,Online,BLOG DO DONNY SILVA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id271,Online,BLOG ESPAÇO MULHER,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id272,Online,RÁDIO 4 TEMPOS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id273,Online,GUARDIAN NOTÍCIAS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id274,Online,DE BRASÍLIA.COM,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id275,Online,JORNAL DO DF,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id276,Online,BLOG DO CAFEZINHO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id277,Online,JORNAL CIÊNCIA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id278,Online,PERSONA MULHER,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id279,Online,BRASÍLIA AMIGA DA BIKE,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id280,Online,FATO ONLINE,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id281,Online,INSTITUTO JOAO GOULART,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id282,Online,MELHORES DESTINOS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id283,Online,ANTENA1,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id284,Online,MAIS COMUNIDADE,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id285,Online,BRASILIA WEB,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id286,Online,ANTENADOS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id287,Online,ADMITE-SE,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id288,Online,FOLHA EVANGÉLICA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id289,Online,NBN BRASIL,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id290,Online,O COLETIVO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id291,Online,TRIBUNA FM DE BRASÍLIA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id292,Online,METRÓPOLES,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id293,Online,REVISTA APPLE MAGAZINE BRASIL,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id294,Online,SEM CULPA NENHUMA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id295,Online,SUPERCONCURSEIROS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id296,Online,RADIO FEDERAL,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id297,Online,BINA BRAZIL,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id298,Online,QUERO COMER,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id299,Online,CARTA POLIS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id300,Online,ALO BRASILIA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id301,Online,GAZETA DE TAGUATINGA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id303,Online,BOM DIA CAPITAL,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id304,Online,COMEX DO BRASIL,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id305,Online,CLASSIFICADAO DF,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id306,Online,AGENCIA CONGRESSO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id307,Online,SUPER ESPORTES ( DF ),BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id308,Online,LUGAR CERTO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id309,Online,GUIA DA HORA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id310,Online,REVISTA DI ROLÊ,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id311,Online,GPS BRASÍLIA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id312,Online,FIQUE DE BOA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id313,Online,CASCAVILHA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id314,Online,DIÁRIO DO CONGRESSO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id315,Online,BLOG BRASILIA CAPITAL,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id316,Online,BLOG DO CALLADO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id317,Online,REVISTA PLANO BRASÍLIA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id318,Online,JORNAL DE BRASILIA (EX CLICA BRASILIA),BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id319,Online,JORNAL DE SOBRADINHO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id320,Online,NA BALADA DF,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id321,Online,JORNAL CAPITAL DO ENTORNO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id322,Online,DIÁRIO DO PODER,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id323,Online,AO VIVO DE BRASÍLIA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id324,Online,APARTWEB,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id325,Online,BLOG DO KENNEDY,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id326,Online,PORTAL EBC,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id327,Online,BRADO NEGRO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id328,Online,CORREIO WEB,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id329,Online,MAIS BRASILIA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id330,Online,DICAS DA CAPITAL,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id331,Online,SOU BRASILIA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id332,Online,ESTILOZZO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id333,Online,IGNITIONONE,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id334,Online,AREMAS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id335,Online,CERRADO MIX,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id336,Online,PAGINA 64,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id337,Online,BLOG FERNANDO VASCONCELOS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id338,Online,PAROUTUDO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id339,Online,ENCONTRO DE MOTOS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id340,Jornal,JORNAL DO PLANO PILOTO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id341,Jornal,JORNAL BSB CONDOMINIOS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id342,Jornal,CEILANDIA NOTICIAS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id343,Jornal,O DEMOCRATA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id344,Jornal,HOJE EM DIA - CADERNO BRASILIA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id345,Jornal,JORNAL BRASIL CIDADES,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id346,Jornal,METRO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id347,Jornal,VOZ DA CIDADE,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id348,Jornal,NTA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id349,Jornal,SATÉLITE NOTÍCIAS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id350,Jornal,TAGUACEI,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id351,Jornal,FOGO CRUZADO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id352,Jornal,BRASILIA CAPITAL,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id353,Jornal,BRASÍLIA NOTÍCIAS,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id354,Jornal,JORNAL ALÔ BRASÍLIA,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id355,Jornal,GUERREIROS DO ASFALTO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id356,Jornal,JORNAL CEILANDENSE,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
id357,Jornal,CAPITAL DO ENTORNO,BRASÍLIA,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Secom/PR,3.47,23.95,77.35,14.01,4.97,1.19,4.93,0.63,28.23,19.22,1715.11,2543802.0,127625.0,0.723,0.742,0.873,0.863,0.824
